phonemes,prediction,ground_truth,time_ms,tokens_in,tokens_out
DH EY  |  W IH L  |  N AA T  |  G EH T  |  EH V R IY TH IH NG  |  D AH N  |  EH N IY W EY  | ,They will not get everything done anyway.,They will not get everything done anyway.,788.7,109,8
P IY P AH L  |  F AH R  |  M AY  |  K AA L IH JH  |  W ER  |  AO R EH D IY  |  DH EH R  | ,People for my college were already there.,People from my college were already there.,616.71,109,8
AY  |  W IH L  |  P R AA B AH B L IY  |  S EY  |  N OW  |  T UW  |  DH IH S  | ,I will probably say no to this.,I will probably say no to this.,990.64,103,8
IH T  |  IH Z  |  DH AH  |  P AA L AH S IY  |  IH N  |  DH IH S  |  K AH N T R IY  | ,It is the policy in this country.,It is the policy in this country.,675.2,106,8
EH V IH NG  |  T UW  |  M AH CH  |  P EH R IY  |  K AE N  |  B IY  |  D IH F AH K AH L T  | ,Having too much paper can be difficult.,Having too much power can be difficult.,713.61,109,8
L AH G ZH AH L IY  |  K L OW DH Z  |  DH IY Z  |  D EY Z  |  AA R  |  K W AY T  |  IH K S P EH N S IH V  | ,Luxury clothes these days are quite expensive.,Luxury clothes these days are quite expensive.,673.41,117,8
IH Z  |  Y AO R  |  F AE M AH L IY  |  F R AH M  |  D AE L AH S  | ,Is your family from Dallas?,Is your family from Dallas?,707.31,96,6
DH EH R  |  S UW Z  |  T UW  |  B IY  |  S AH M  |  K AH N F ER ZH AH N  |  AH B AW T  |  DH IH S  | ,There seems to be some confusion about this.,There seems to be some confusion about this.,740.47,114,9
DH EH R  |  AA R  |  S AH M  |  AO F AH L  |  P L OW Z AH Z  |  IH N  |  DH AE T  |  K AH N T R IY  | ,There are some awful places in that country.,There are some awful places in that country.,748.46,114,9
M AY  |  K AH M P UW T ER  |  IH Z  |  N AA T  |  W ER K IH NG  |  EH N IY M AO R  | ,My computer is not working anymore.,My computer is not working anymore.,828.32,104,7
EH M P L OY IY Z  |  SH UH D  |  D UW  |  S AH M  |  F IY L D  |  W ER K  |  W EH N  |  DH AH  |  JH OY N  | ,Employees should do some field work when they join.,Employees should do some field work when they join.,756.39,122,10
M AY  |  IH M P R EH R AH N  |  F R EH N D Z  |  AA R  |  F R AH M  |  T EH K S AH S  | ,My immigrant friends are from Texas.,My American friends are from Texas.,831.7,106,7
DH AH  |  OW L D  |  N UW Z P EY P ER  |  W IH L  |  HH AE V  |  AH  |  R IY R IY P AO R T  |  AA N  |  DH IH S  | ,The old newspaper will have a re-report on this.,The old newspaper will have a report on this.,913.17,121,11
HH AW  |  M AH CH  |  D UW  |  Y UW  |  HH AE V  |  T UW  |  P EY  |  F AO R  |  Y AO R  |  K R EH D AH T  |  K AA R D  | ,How much do you have to pay for your credit card?,How much do you have to pay for your credit card?,778.71,125,12
W IY  |  EH N AH N AA T  |  G OW  |  DH EH R  |  W IH TH AW N T  |  Y UW  | ,We cannot go there without you.,We cannot go there without you.,734.24,100,7
N AA T  |  EH V R IY W AH N  |  K AE N  |  EH K S ER S AY Z  |  IH N  |  DH AH  |  M AO R N IH NG  | ,Not everyone can exercise in the morning.,Not everyone can exercise in the morning.,740.88,112,8
DH AH  |  W ER K  |  DH EH D Z  |  IH G Z IY  |  W IH DH  |  IH K S P IH R IY AH N S  | ,The work does easy with experience.,The work gets easier with experience.,709.89,106,7
W IY  |  W IH L  |  HH AE V  |  T UW  |  P L EY S  |  AH  |  L AA G JH  |  HH AA R D ER  | ,We will have to place a larger order.,We will have to place a large order.,777.03,110,9
DH AH  |  EH R  |  IH Z  |  K L IH R  |  AE T  |  N AA T  | ,The air is clear at night.,The air is clear at night.,796.13,93,7
AY  |  W IH L  |  P R AA B AH B L IY  |  HH ER D  |  AH  |  K AA R  |  S UW N  | ,I will probably rent a car soon.,I will probably own a car soon.,698.07,104,8
W IH DH  |  DH EH R  |  G UH D  |  L AH K  |  DH EY  |  W IH L  |  AH OY D  |  DH IY Z  |  P R AA B AH M Z  | ,With their good luck they will avoid these problems.,"With their good luck, they will avoid these problems.",767.4,119,10
HH AW  |  M EH N IY  |  M IH N AH T S  |  D IH D  |  IH T  |  T EY K  |  T UW  |  K UH K  |  DH IH S  |  F UW D  | ,How many minutes did it take to cook this food?,How many minutes did it take to cook this food?,835.47,122,11
L EH T S  |  P L EY  |  DH IH S  |  N UW  |  V ER ZH AH N  |  AH V  |  M AY  |  F EY V ER IH T  |  M Y UW Z IH K  | ,Let's play this new version of my favorite music.,Let's play this new version of my favorite music.,798.01,121,10
B AH S T  |  AH V  |  AH S  |  TH IH NG K  |  W IY  |  N OW  |  DH AH  |  S T AO R IY  |  AH V  |  D IH T R OY T  |  M ER SH IH K AH N  | ,"Most of us think we know the story of Detroit, Michigan.","Most of us think we know the story of Detroit, Michigan.",732.48,134,13
DH AE T  |  W AA Z  |  W AH N  |  TH IH NG  |  DH AE T S  |  B IH N  |  R IH L IY  |  N AY S  |  T UW  |  HH AE V  | ,That was one thing that's been really nice to have.,That was one thing that's been really nice to have.,941.29,122,11
DH EY  |  SH AA T  |  HH IH M  |  P OY N T  |  B L EY K  |  IH N  |  DH AH  |  V ER SH  | ,They shot him point blank in the bush.,They shot him point blank in the face.,836.55,108,9
DH IY Z  |  AA R  |  M EY D  |  W IH DH  |  AH  |  F L AW ER  |  T AH N T IH R IY AH L  | ,These are made with a flour tortilla.,These are made with a flour tortilla.,775.77,108,8
D IH D  |  Y UW  |  HH IY R  |  F R AH M  |  AH N AH DH ER  |  P ER S AH N  | ,Did you hear from another person?,Did you hear from another person?,725.93,101,7
IH T  |  HH AE Z  |  B IH N  |  L AY K  |  F IH F T IY N  |  Y IH R Z  | ,It has been like fifteen years.,It has been like fifteen years.,665.37,100,7
HH IY R  |  AA R  |  M AY  |  N OW T S  |  F R AH M  |  DH AH  |  F ER S T  |  D R AE P T  |  AH V  |  DH AH  |  P EY P ER  | ,Here are my notes from the first draft of the paper.,Here are my notes from the first draft of the paper.,842.35,128,12
T UW  |  Y UW  |  HH AE V  |  EH N IY  |  P EH T S  |  N AW  | ,Do you have any pets now?,Do you have any pets now?,823.45,95,7
M AY  |  M AA M  |  L IH V Z  |  L AY K  |  AY  |  D UW  | ,My mom lives like I do.,My mom lives like I do.,916.04,93,7
DH AE T  |  IH Z  |  AH  |  V EH R IY  |  G UH D  |  P OY N T  | ,That is a very good point.,That is a very good point.,729.98,97,7
HH UW  |  IH Z  |  R IH L EY T IH D  |  T UW  |  HH UW  | ,Who is related to who?,Who is related to who?,725.31,90,6
HH AW  |  M AH CH  |  T AY M  |  T UW  |  Y UW  |  S P EH N D  |  W IH DH  |  Y AO R  |  CH IH L D R AH N  | ,How much time do you spend with your children?,How much time do you spend with your children?,746.22,117,10
SH IY  |  IH Z  |  M AO R  |  F AE M AH N S  |  S IH N S  |  SH IY  |  D IH D  |  DH AE T  | ,She is more famous since she did that.,She is more famous since she did that.,741.8,111,9
DH EY  |  W IH L  |  V AY N EH N SH AH L IY  |  R IH K AA M ER  |  F R AH M  |  DH AH  |  L ER N  | ,They will financially recover from the loss.,They will financially recover from the loan.,726.15,111,8
DH EY  |  D OW N T  |  M EY K  |  DH EH M  |  EH N IY M AO R  | ,They don't make them anymore.,They don't make them anymore.,683.95,94,6
DH EH R  |  W ER  |  N AH N  |  L EH F T  |  B AY  |  DH AH  |  Y IH R  |  T UW  |  TH AW Z AH N D  | ,There were none left by the year two thousand.,There were none left by the year two thousand.,721.76,114,10
W EH N  |  S T EY T  |  Y UW N AA V ER S AH T IY  |  IH Z  |  IH N  |  D IH S T R OY T  |  M IH SH AH K AH N  | ,"Wayne State University is in Detroit, Michigan.","Wayne State University is in Detroit, Michigan.",819.87,118,10
IH T S  |  AE N  |  IH N V EY ZH AH N  |  AH V  |  P AA M AH S IY  | ,It's an invasion of privacy.,It's an invasion of privacy.,629.82,97,6
DH EH R  |  W ER  |  N OW  |  R IH P AA R D Z  |  AH V  |  K AE ZH AH W AH L T IY Z  | ,There were no reports of casualties.,There were no reports of casualties.,654.44,106,7
DH AH  |  B L UW  |  S AY  |  L UH K S  |  S OW  |  P R IH T IY  | ,The blue sky looks so pretty.,The blue sky looks so pretty.,766.47,97,7
IH T  |  IH Z  |  IH M P R EH S AH N  |  IH N  |  M AO R  |  DH AE N  |  JH AH S T  |  W AA N T AH N T IY  | ,It is impressive in more than just quantity.,It is impressive in more than just quantity.,971.41,118,9
DH AE T  |  IH Z  |  D T R AY N Z  |  T UW  |  M IY  | ,That is strange to me.,That is strange to me.,737.34,91,6
AY M  |  AW T  |  M AO R  |  M AH N IY  |  DH AE N  |  DH EY  |  AA R  | ,I'm worth more money than they are.,I'm out more money than they are.,731.95,100,8
AY  |  AE M  |  F R AH M  |  AA R G AH N T IH N IY  | ,I am from Argentina.,I am from Argentina.,771.63,89,5
IH T  |  IH Z  |  L AY K  |  M EH N IY  |  DH AH  |  K L IH T ER IY  | ,It is like mining the lottery.,It is like winning the lottery.,740.76,99,7
B AH S  |  K AE N  |  B IY  |  AH  |  L IH T  |  AH V  |  JH UW V AH L  | ,Bugs can be a lot of trouble.,Pets can be a lot of trouble.,747.93,102,9
W AH T EH V ER  |  Y UW  |  L AY K  | ,Whatever you like.,Whatever you like.,670.66,80,4
DH AH  |  M UW V IY  |  IH Z  |  S TH R OW  |  B AH N IY  | ,The movie is throw bunny.,The movie is slow burning.,1009.16,93,6
W IY  |  D OW N T  |  L IH S AH N  |  T UW  |  EH N IY  |  EH L AH V EY D IY  |  M UW Z IH K  |  AE T  |  W AY  |  HH AW S  | ,We don't listen to any elevator music at my house.,We don't listen to any elevator music at my house.,884.8,128,11
W AH T  |  D UW  |  Y UW  |  TH IH NG K  | ,What do you think?,What do you think?,612.07,83,5
HH IY  |  W AA Z  |  AH  |  G AA D  |  P R AY AH ER  | ,He was a god prior.,He was a good player.,792.06,90,6
Y UW  |  G EY M  |  AW T  |  AA N  |  K AH M P  | ,You came out on top.,You came out on top.,814.65,88,6
DH AE T  |  R IH L IY  |  S T IH K S  |  M IY  |  AO F  | ,That really ticks me off.,That really ticks me off.,678.42,93,6
DH EH R  |  W ER  |  TH AW S Z AH N Z  |  AH V  |  K AW L Z  |  AA N  |  DH AH  |  F AY V M  | ,There were thousands of calls on the phone.,There were thousands of cows on the farm.,816.71,110,9
N AW  |  S AH M  |  P IY P AH ER L  |  AH N JH AE K T  |  R EH R IH NG  |  P R AY M EH R IY  |  D AH P EH N T S  | ,Now some people inject varying primary dopants.,Now some people object during primary debates.,806.22,120,9
Y UW  |  HH AE V  |  T UW  |  D UW  |  DH AH  |  R EH N D AH M  |  D R AH G  |  T EH S T IH NG  | ,You have to do the random drug testing.,You have to do the random drug testing.,705.16,111,9
DH AH  |  R EH S AH B IY  |  R EH S T AH N T  |  R IY K W AY  |  N D EY T IH NG  |  DH AH  |  T OW  | ,"The Ruby Restaurant reopened during the pandemic, too.",The recipe doesn't require kneading the dough.,1229.71,113,10
DH EY  |  W AA T  |  S EH L  |  F AY V  |  M IH L Y AH NG  |  AH V  |  TH IH NG Z  | ,They want to sell five million of things.,They could sell five million of those.,752.3,104,9
DH AH  |  R EY CH  |  T R EH Z IH NG  |  W AA Z  |  IH L AO NG  |  W EH L  |  W IH DH  |  DH AE T  | ,The rich dressing was along well with that.,The ranch dressing goes along well with that.,745.71,111,9
IH T  |  Y UW Z D  |  T UW  |  K AA S T  |  S IH N S  |  B AH K S  | ,It used to cost six bucks.,It used to cost six bucks.,688.07,98,7
IH T  |  W UH D  |  B IY  |  F AA K  |  JH AH S T  |  T UW  |  W EY T  |  W AH N  | ,It would be fun just to wait one.,It would be fun just to win one.,789.29,108,9
DH AH  |  F UH L  |  D IH S IH ZH AH N  |  S T EH P T AH N  |  IH Z  |  IH V IY L AH B AH L  |  HH IY R  | ,The full decision spectrum is available here.,The full decision statement is available here.,750.95,116,8
IH K S P AY S AH L IY  |  W IH DH  |  M AA T IY  |  IH N  |  AA R IY  |  AA N  |  DH EH M  | ,Especially with mighty in a hurry on them.,Especially with butter and honey on them.,709.75,110,9
HH UW  |  D UW  |  DH EY  |  N IY D  |  T UW  |  T R EY D  |  B IH F AO R  |  DH AH  |  D AE D L AY N  | ,You do they need to try before the deadline.,Who do they need to trade before the deadline?,915.69,116,10
Y UW  |  W IH L  |  G EY N  |  K AA M P AH N T AH N S  |  W IH DH  |  R IY S P EH K T  |  T UW  |  DH AH  |  M AH T EH R IY AH L  | ,You will gain competence with respect to the material.,You will gain competence with respect to the material.,821.43,129,10
IH T S  |  N AA T  |  HH AA R D  |  T UW  |  F AY N D  |  AH  |  JH AA B  |  DH AE T S  |  P AA R T  |  T AY M  | ,It's not hard to find a job that's part time.,It's not hard to find a job that's part time.,795.51,122,11
D UW  |  Y UW  |  S T IH L  |  D R AY V  |  DH AE T  |  OW L D  |  K AA R  | ,Do you still drive that old car?,Do you still drive that old car?,852.74,102,8
DH EY  |  W UH D  |  HH AE V  |  T UW  |  B IY  |  S AH P AO R T IH D  |  IH N  |  S AH M  |  W EY  | ,They would have to be supported in some way.,They would have to be supported in some way.,731.86,115,10
AY  |  M IH K S  |  DH AH  |  IH N T ER AE K SH AH L  |  CH IH M D Y AH L EY SH AH N  |  AH V  |  T EY K IH NG  |  K L AE S AH Z  |  IH N  |  K AA L IH JH  | ,I miss the intellectual stimulation of taking classes in college.,I miss the intellectual stimulation of taking classes in college.,766.42,138,11
AE Z  |  Y UW  |  G EH T  |  OW L D ER  |  Y UW  |  W IH L  |  AH N D ER S T EY N D  | ,As you get older you will understand.,As you get older you will understand.,755.01,106,8
Y UW  |  W UH D  |  N OW  |  IH F  |  Y UW  |  L AO S T  |  IH T  |  AO R  |  S AH M TH IH NG  | ,You would know if you lost it or something.,You would know if you lost it or something.,849.54,112,10
AA R  |  Y UW  |  AH  |  K AH M P Y UW T ER  |  AE K ER  | ,Are you a computer hacker?,Are you a computer hacker?,832.31,91,6
DH EH R  |  IH Z  |  AH  |  V EH R IY  |  S K IH R IY AH S  |  S IH CH UW EY SH AH N  |  AH K R AO S  |  DH AH  |  S T R EY T  | ,There is a very serious situation across the street.,There is a very serious situation across the street.,1028.7,126,10
AY  |  D OW N T  |  M EY K  |  DH AE T  |  M AH CH  |  M AH N IY  | ,I don't make that much money.,I don't make that much money.,849.5,97,7
IH T S  |  AE K CH UW AH L IY  |  JH AH S T  |  T W EH L V  |  Y IH R Z  |  OW L D  | ,It's actually just twelve years old.,It's actually just twelve years old.,749.53,106,7
DH EY  |  W ER  |  N AA T  |  R IH L IY  |  IH N T UW  |  S P AO R T S  | ,They were not really into sports.,They were not really into sports.,730.64,100,7
TH AE NG K  |  Y UW  |  AH N D  |  P L IY Z  |  EH N JH OY  |  Y AO R  |  S T EY  | ,Thank you and please enjoy your stay.,"Thank you, and please enjoy your stay!",797.34,107,8
M AY  |  F EY V ER IH T  |  AH DH ER  |  JH EY S T  |  R IH L IH S T  |  AH  |  B R AE N D  |  N UW  |  B UH K  | ,My favorite author just released a brand new book.,My favorite author just released a brand new book.,862.48,120,10
AY  |  D IH D AH N T  |  N OW  |  DH EH R  |  W AA Z  |  S AH CH  |  AH  |  TH IH NG  | ,I didn't know there was such a thing.,I didn't know there was such a thing.,769.42,106,9
DH AE T  |  IH Z  |  M AY  |  R IH T AY R ER N M AH N T  |  P L AE N  | ,That is my retirement plan.,That is my retirement plan.,655.8,97,6
AY  |  W UH D  |  L AY K  |  T UW  |  S IY  |  AH  |  L IH T AH L  |  B IH T  |  M AO R  |  AH V  |  DH AE T  | ,I would like to see a little bit more of that.,I would like to see a little bit more of that.,952.95,122,12
AY  |  HH AE V  |  T UW  |  B AE L AH S  |  W ER K  |  AH N D  |  L AY F  | ,I have to balance work and life.,I have to balance work and life.,941.56,101,8
HH IY  |  T UH K  |  K EH R  |  AH V  |  IH T  | ,He took care of it.,He took care of it.,699.84,88,6
AY  |  L AH V  |  T UW  |  W AA CH  |  K AA R T UW Z  |  AA N  |  S AE T ER D IY  |  M AO R N IH NG  | ,I love to watch cartoons on Saturday morning.,I love to watch cartoons on Saturday morning.,707.96,114,9
SH IY  |  W IH L  |  B IY  |  AH  |  S AH M AO R  |  IH N  |  HH AY  |  S K UW L  |  N EH K S T  |  Y IH R  | ,She will be a sophomore in high school next year.,She will be a sophomore in high school next year.,705.46,121,11
S AH M  |  IH N T ER N UW Z  |  W IH L  |  B IY  |  AH  |  L AA T  |  M AO R  |  K AE ZH AH W AH L  | ,Some interviews will be a lot more casual.,Some interviews will be a lot more casual.,670.44,115,9
Y UW  |  HH AE V  |  JH AH S T  |  W AH S T  |  S AO R  |  T UW  |  B AY  | ,You have just one song to buy.,You have a choice of which car to buy.,815.13,102,8
M AY  |  R IY L  |  IH K S ER S T  |  IH Z  |  DH IH S  | ,My real accent is this.,My real concern is this.,719.88,92,6
IH T S  |  B IH N  |  AY T  |  IH V  |  S K UH R IY  | ,It's been out of stock.,It's been kind of scary.,651.57,91,6
DH EY  |  W IY D  |  HH AE V  |  N EH V ER  |  B IH T  |  IH T  | ,They would have never bet it.,They would have never picked it out.,901.3,96,7
SH IY  |  K AE N  |  D UW  |  IH T  | ,She can do it.,She can do it.,656.61,82,5
JH IY R Z  |  L AY K  |  S EH V AH T IY  |  F AO R  |  Y IH R Z  |  OW L D  |  N AW  | ,She's like seventy-four years old now.,She's like seventy four years old now.,757.19,109,8
AY  |  G AA D AH N T  |  AE K T ER S T AY D  | ,I couldn't have guessed.,I couldn't understand.,861.63,84,5
AY  |  JH AH S T  |  W AA N T  |  T UW  |  EH N JH OY  |  M IH S IH Z  |  AH  |  L IH T AH L  |  B IH T  | ,I just want to enjoy myself a little bit.,I just want to enjoy myself a little bit.,746.47,119,10
IH T  |  G AA T  |  B IY  |  R IH L AO K AH D  | ,It got relocated.,It could be recycled.,699.29,87,4
IH T  |  G AA S T S  |  G EH P  |  AO R  |  W AO N T IY  |  D AE L AH ER  |  B UW  |  EH N S  | ,It costs gap or twenty dollar bill cents.,It costs ten or twenty dollars per ounce.,811.44,112,9
IH T S  |  S AH M TH IH NG  |  DH AE T  |  IH N T AH R EH S T  |  M IY  | ,It's something that interests me.,It's something that interests me.,756.1,98,6
AE T  |  M AY  |  IH OY R AH N S  |  IH Z  |  B  |  T UW  |  IH K S P AY R IY  | ,At my insurance is due to expire.,And my insurance is about to expire.,643.99,105,8
AY  |  S AO R  |  K L OW S  |  F AO R  |  DH EH M  |  EH V ER IY  |  W ER K S  |  AH  |  M AO R  | ,I saw clothes for them every works a more.,I sew clothes for them every once in a while.,747.54,114,10
