sample_id,phonemes,prediction,ground_truth,time_ms,tokens_in,tokens_out
t15.2023.12.17_b11_t14,DH EY  |  M AH S T  |  TH IH NG K  |  IH F  |  DH EY  |  K AE N  |  L AH V  |  W IH DH  |  DH IH S  |  D IH S IH ZH AH N  | ,They must think if they can love with this decision,They must think if they can live with this decision.,874.2,123,13
t15.2023.12.17_b11_t15,AY  |  AE M  |  N AA T  |  SH UH R  |  AH  |  DH IH S  |  W IH L  |  B IY  |  EH N AH R EH S T IH NG  |  T UW  |  DH AH  |  K IH D Z  | ,I am not sure this will be interesting to the kids,I am not sure if this will be interesting to the kids.,1142.52,131,14
t15.2023.12.17_b11_t16,DH AE T  |  W AA Z  |  AH  |  K L OW S  |  K AO L  | ,That was a close call.,That was a close call.,965.83,88,9
t15.2023.12.17_b11_t17,F ER S T  |  AH V  |  AO L  |  R IH M EH M B ER  |  T UW  |  B IY  |  N AY S  | ,First of all remember to be nice,"First of all, remember to be nice.",1087.23,103,10
t15.2023.12.17_b11_t18,K AE N  |  Y UW  |  B UH T  |  DH AH  |  B UH K  |  D AW  |  F AO R  |  AH  |  Y IY L  |  B IH Z AH T S  | ,Can you put the book down for a little bit?,Can you put the book down for a few minutes?,1033.57,118,14
t15.2023.12.17_b11_t19,Y EH S  |  AY  |  AE M  |  T EY K IH NG  |  T UW  |  Y UW  | ,Yes I am taking to you,"Yes, I am talking to you.",967.81,92,9
t15.2023.12.17_b11_t20,DH IH S  |  W IH L  |  M EY K  |  S AH M B AA D IY  |  K EH R  |  F AO R  |  DH AH  |  S IH CH AH W EY ZH AH N  | ,This will make somebody care for the situation.,This will make somebody care for the situation.,866.13,118,12
t15.2023.12.17_b11_t21,W IY W IY  |  T AO K T  |  AH M AW T  |  DH IH S  |  DH AH  |  AH DH ER  |  D EY  | ,We we talked about this the other day,We talked about this the other day.,974.85,104,11
t15.2023.12.17_b11_t22,W AH T  |  W AA Z  |  Y AO R  |  IH K S P IH R IY AH N S  |  W ER K IH NG  |  W IH DH  |  HH IH M  | ,What was your experience working with him,What was your experience working with him?,1274.4,111,10
t15.2023.12.17_b11_t23,SH IY  |  W AA Z  |  DH AH  |  D IH V IH ZH AH N  |  HH EH D  |  IH N  |  DH AH  |  K AA L IH JH  | ,She was the division head in the college.,She was the division head in the college.,807.06,112,12
t15.2023.12.17_b11_t24,HH IY  |  W AO N T IH T  |  T UW  |  M EY K  |  F AO R  |  M AY L Z  | ,He wanted it to make four miles,He wanted to walk for miles.,993.27,98,10
t15.2023.12.17_b11_t25,P L IY Z  |  DH AE T S  |  AH G AH F  |  M Y UW Z IH K  |  F AO R  |  T AH D EY  | ,Please that's a guff music for today,"Please, that's enough music for today.",918.82,103,11
t15.2023.12.17_b11_t26,W IY  |  N IY D  |  T UW  |  W ER K  |  M AO R  |  AA N  |  DH AH  |  S OW ZH AH L  |  P AA R T  | ,We need to work more on the social part.,We need to work more on the social part.,1250.82,115,13
t15.2023.12.17_b11_t27,DH IH S  |  M EH R IY D  |  K AH P AH L  |  W IH L  |  EH N JH OY  |  DH EH R  |  V IH Z IH T  | ,This married couple will enjoy their visit,This married couple will enjoy their visit.,1393.69,111,10
t15.2023.12.17_b11_t28,AY  |  D OW N T  |  S IY  |  W AH T  |  DH AH  |  P R IH V ER AH IH Z  | ,I don't see what the problem is.,I don't see what the problem is.,818.24,98,11
t15.2023.12.17_b11_t29,AY  |  G EH S  |  S AH M TH IH NG  |  AE Z  |  T UW  |  G OW  | ,I guess something has to go,I guess something has to go.,847.6,93,9
t15.2023.12.29_b4_t0,D UW  |  Y UW  |  N OW  |  DH AE T  |  HH AE V  |  N EH V ER  |  S IY N  |  AH  |  B AH JH IY  | ,Do you know that have never seen a budgie,Do you know that I've never seen a monkey?,918.6,113,13
t15.2023.12.29_b4_t1,DH EY V  |  EH N JH OY D  |  DH AH  |  S K UW L  | ,They've enjoyed the school,They've enjoyed the school.,815.93,87,8
t15.2023.12.29_b4_t2,P R IH NG Z  |  AH V  |  P ER ZH AH N  | ,Prince of Persia,Prince of Persia.,862.35,81,6
t15.2023.12.29_b4_t3,S IY IH NG  |  AE Z  |  Y UW  |  AH V  |  G AA T  |  S AH M  |  AH L T D ER  |  CH IH L D R AH N  | ,Seeing as you have got some older children,Seeing as you've got some older children.,907.98,112,11
t15.2023.12.29_b4_t4,AY  |  TH IH NG K  |  IH T S  |  K AA S T  |  AH  |  L AA T  | ,I think it’s cost a lot,I think it's caused a lot.,947.66,93,10
t15.2023.12.29_b4_t5,IH F  |  Y UW  |  HH AE V AH N T  |  L OW N  |  T AW N  | ,If you haven't loaned town,If you haven't slowed down.,868.65,90,9
t15.2023.12.29_b4_t6,K IY P S  |  T UW  |  DH EH R  |  OW L  |  T ER P F  | ,Keeps to their old turf,Keeps to their own turf.,880.0,90,9
t15.2023.12.29_b4_t7,W IY  |  AO L S OW  |  S EH T  |  AH S AY D  |  M AH N IY  |  F AO R  |  IH N T AH N T EY M AH N T  | ,We also set aside money for entertainment.,We also set aside money for entertainment.,823.1,113,11
t15.2023.12.29_b4_t8,AY  |  EH N JH OY  |  DH AH  |  N UW Z  | ,I enjoy the news,I enjoy the news.,770.53,83,7
t15.2023.12.29_b4_t9,EH V R IY TH IH NG  |  AY  |  L ER K T  |  AH B AW T  |  AE N JH AH N  |  R UW M  | ,Everything I lurked about engine room,Everything I learned about ancient Rome.,753.54,103,10
t15.2023.12.29_b4_t10,AE Z  |  F AA R  |  AE Z  |  D UW IH NG  |  TH IH NG Z  |  F AO R  |  DH EH M  | ,As far as doing things for them,As far as doing things for them.,890.63,101,10
t15.2023.12.29_b4_t11,R AY T  |  N AW  |  AY M  |  B IH Z IY  |  CH EY Z IH NG  |  M AY  |  K IH D Z  | ,Right now I'm busy chasing my kids,Right now I'm busy chasing my kids.,932.63,103,10
t15.2023.12.29_b4_t12,W AA Z AH N  |  IH L AW N T  |  T UW  |  R AY N  |  AH  |  L ER N  |  M AO R  | ,Wasn't I allowed to write and learn more,Wasn't allowed to run a lawn mower.,872.13,102,12
t15.2023.12.29_b4_t13,DH AH  |  T OW S T L AY N  |  W AA Z  |  JH AH S T  |  IH N K R AE D AH B AH L  | ,The toast line was just incredible.,The coastline was just incredible.,995.76,101,10
t15.2023.12.29_b4_t14,W AY  |  D UW  |  Y UW  |  S EY  |  DH AE T  |  AE K CH UW AH L IY  | ,Why do you say that actually,Why do you say that actually.,969.9,96,9
t15.2023.12.29_b4_t15,Y UW  |  W ER  |  G R EY T  | ,You were great.,You were great.,831.13,76,7
t15.2023.12.29_b4_t16,T EH N  |  M AH N TH S  |  L EY T ER  |  HH IY  |  S EH D  | ,Ten months later he said,Ten months later he said.,900.63,92,8
t15.2023.12.29_b4_t17,AY M  |  L AY K  |  T UW  |  HH IY R  |  DH AE T  | ,I'm like to hear that,I'm glad to hear that.,897.49,88,8
t15.2023.12.29_b4_t18,AY  |  HH AE D  |  T UW  |  CH EY N JH  |  DH AH  |  W AO T ER  |  IH N  |  DH AE T  | ,I had to change the water in that,I had to change the water in that.,1197.84,105,11
t15.2023.12.29_b4_t19,AY  |  M IY N  |  AY V  |  HH AE V AH N T  |  HH AE D  |  IH T  |  DH AE T  |  L AY K  | ,I mean I've haven't had it that like,I mean I've haven't had it that long.,996.55,107,11
t15.2023.12.29_b4_t20,W EH N  |  DH AH  |  F AO L  |  OW V ER  | ,When the fall over,When they fall over.,835.72,82,7
t15.2023.12.29_b4_t21,CH EH K  |  AW T  |  AW ER  |  F R IY  |  V ER ZH AH N Z  | ,Check out our free versions,Check out our free versions!,845.64,92,8
t15.2023.12.29_b4_t22,AY  |  M EY K  |  M AY  |  L IH V IH NG  |  B AY  |  F ER S T  | ,I make my living by first,I make my living by phone.,791.19,94,9
t15.2023.12.29_b4_t23,AY M  |  IH N  |  JH AH S JH  |  AH V  |  R EH Z IH NG  |  DH EH M  | ,I'm in charge of raising them.,I'm in charge of raising them.,891.91,97,10
t15.2023.12.29_b4_t24,AY  |  TH IH NG K  |  IH T  |  W UH D  |  W ER K  |  AW T  |  W EH L  | ,I think it would work out well,I think it would work out well.,886.85,98,10
t15.2023.12.29_b5_t0,DH EY  |  W IH L  |  N AA T  |  G EH T  |  EH V R IY TH IH NG  |  D AH N  |  EH N IY W EY  | ,They will not get everything done anyway.,They will not get everything done anyway.,869.14,108,11
t15.2023.12.29_b5_t1,P IY P AH L  |  F AH R  |  M AY  |  K AA L IH JH  |  W ER  |  AO R EH D IY  |  DH EH R  | ,People from my college were already there,People from my college were already there.,999.35,108,10
t15.2023.12.29_b5_t2,AY  |  W IH L  |  P R AA B AH B L IY  |  S EY  |  N OW  |  T UW  |  DH IH S  | ,I will probably say no to this,I will probably say no to this.,1065.54,102,10
t15.2023.12.29_b5_t3,IH T  |  IH Z  |  DH AH  |  P AA L AH S IY  |  IH N  |  DH IH S  |  K AH N T R IY  | ,It is the policy in this country,It is the policy in this country.,1634.77,105,10
t15.2023.12.29_b5_t4,EH V IH NG  |  T UW  |  M AH CH  |  P EH R IY  |  K AE N  |  B IY  |  D IH F AH K AH L T  | ,Having too much Perry can be difficult,Having too much power can be difficult.,875.29,108,10
t15.2023.12.29_b5_t5,L AH G ZH AH L IY  |  K L OW DH Z  |  DH IY Z  |  D EY Z  |  AA R  |  K W AY T  |  IH K S P EH N S IH V  | ,Luxuriously clothed these days are quite expensive,Luxury clothes these days are quite expensive.,1123.87,116,13
t15.2023.12.29_b5_t6,IH Z  |  Y AO R  |  F AE M AH L IY  |  F R AH M  |  D AE L AH S  | ,Is your family from Dallas,Is your family from Dallas?,897.41,95,8
t15.2023.12.29_b5_t7,DH EH R  |  S UW Z  |  T UW  |  B IY  |  S AH M  |  K AH N F ER ZH AH N  |  AH B AW T  |  DH IH S  | ,There seems to be some confusion about this.,There seems to be some confusion about this.,934.47,113,12
t15.2023.12.29_b5_t8,DH EH R  |  AA R  |  S AH M  |  AO F AH L  |  P L OW Z AH Z  |  IH N  |  DH AE T  |  K AH N T R IY  | ,There are some awful blouses in that country,There are some awful places in that country.,835.66,113,12
t15.2023.12.29_b5_t9,M AY  |  K AH M P UW T ER  |  IH Z  |  N AA T  |  W ER K IH NG  |  EH N IY M AO R  | ,My computer is not working anymore,My computer is not working anymore.,863.54,103,9
t15.2023.12.29_b5_t10,EH M P L OY IY Z  |  SH UH D  |  D UW  |  S AH M  |  F IY L D  |  W ER K  |  W EH N  |  DH AH  |  JH OY N  | ,Employees should do some field work when the join.,Employees should do some field work when they join.,1007.98,121,13
t15.2023.12.29_b5_t11,W EH R  |  IH T  |  IH Z  |  DH AE T  |  AO F AH L  |  N OY Z  |  K AH M IH NG  |  F R AH M  | ,Where it is that awful noise coming from,Where is that awful noise coming from?,982.11,110,11
t15.2023.12.29_b5_t12,M AY  |  IH M P R EH R AH N  |  F R EH N D Z  |  AA R  |  F R AH M  |  T EH K S AH S  | ,My emperor and friends are from Texas,My American friends are from Texas.,1012.94,105,10
t15.2023.12.29_b5_t13,DH AH  |  OW L D  |  N UW Z P EY P ER  |  W IH L  |  HH AE V  |  AH  |  R IY R IY P AO R T  |  AA N  |  DH IH S  | ,The old newspaper will have a rereport on this,The old newspaper will have a report on this.,851.53,120,13
t15.2023.12.29_b5_t14,HH AW  |  M AH CH  |  D UW  |  Y UW  |  HH AE V  |  T UW  |  P EY  |  F AO R  |  Y AO R  |  K R EH D AH T  |  K AA R D  | ,How much do you have to pay for your credit card?,How much do you have to pay for your credit card?,911.14,124,15
t15.2023.12.29_b5_t15,W IY  |  EH N AH N AA T  |  G OW  |  DH EH R  |  W IH TH AW N T  |  Y UW  | ,"We’re in a knot, go there without you.",We cannot go there without you.,877.04,99,14
t15.2023.12.29_b5_t16,N AA T  |  EH V R IY W AH N  |  K AE N  |  EH K S ER S AY Z  |  IH N  |  DH AH  |  M AO R N IH NG  | ,Not everyone can exercise in the morning.,Not everyone can exercise in the morning.,1051.29,111,11
t15.2023.12.29_b5_t17,DH AH  |  W ER K  |  DH EH D Z  |  IH G Z IY  |  W IH DH  |  IH K S P IH R IY AH N S  | ,The work that is easy with experience,The work gets easier with experience.,766.78,105,10
t15.2023.12.29_b5_t18,W IY  |  W IH L  |  HH AE V  |  T UW  |  P L EY S  |  AH  |  L AA G JH  |  HH AA R D ER  | ,We will have to place a large jar harder.,We will have to place a large order.,1074.77,109,13
t15.2023.12.29_b5_t19,AY  |  HH AE V  |  B IH N  |  W ER K IH NG  |  AA N  |  DH IH S  |  S IH S  |  OW L IY  |  M AH N IY  | ,I have been working on this since all the money,I have been working on this since early morning.,1013.35,115,13
t15.2023.12.29_b5_t20,DH AH  |  EH R  |  IH Z  |  K L IH R  |  AE T  |  N AA T  | ,The air is clear at naught,The air is clear at night.,937.47,92,10
t15.2023.12.29_b5_t21,AY  |  W IH L  |  P R AA B AH B L IY  |  HH ER D  |  AH  |  K AA R  |  S UW N  | ,I will probably heard a car soon,I will probably own a car soon.,1030.78,103,10
t15.2023.12.29_b5_t22,W IH DH  |  DH EH R  |  G UH D  |  L AH K  |  DH EY  |  W IH L  |  AH OY D  |  DH IY Z  |  P R AA B AH M Z  | ,With their good luck they will avoid these problems,"With their good luck, they will avoid these problems.",886.42,118,12
t15.2023.12.29_b5_t23,HH AW  |  M EH N IY  |  M IH N AH T S  |  D IH D  |  IH T  |  T EY K  |  T UW  |  K UH K  |  DH IH S  |  F UW D  | ,How many minutes did it take to cook this food,How many minutes did it take to cook this food?,871.22,121,13
t15.2023.12.29_b5_t24,L EH T S  |  P L EY  |  DH IH S  |  N UW  |  V ER ZH AH N  |  AH V  |  M AY  |  F EY V ER IH T  |  M Y UW Z IH K  | ,Let's play this new version of my favorite music.,Let's play this new version of my favorite music.,960.0,120,13
t15.2024.02.25_b6_t0,B AH S T  |  AH V  |  AH S  |  TH IH NG K  |  W IY  |  N OW  |  DH AH  |  S T AO R IY  |  AH V  |  D IH T R OY T  |  M ER SH IH K AH N  | ,"Bust of us think we know the story of Detroit, Michigan.","Most of us think we know the story of Detroit, Michigan.",1121.89,133,16
t15.2024.02.25_b6_t1,DH AE T  |  W AA Z  |  W AH N  |  TH IH NG  |  DH AE T S  |  B IH N  |  R IH L IY  |  N AY S  |  T UW  |  HH AE V  | ,That was one thing that's been really nice to have.,That was one thing that's been really nice to have.,998.47,121,14
t15.2024.02.25_b6_t2,DH EY  |  SH AA T  |  HH IH M  |  P OY N T  |  B L EY K  |  IH N  |  DH AH  |  V ER SH  | ,They shot him point blank in the verse.,They shot him point blank in the face.,964.36,107,12
t15.2024.02.25_b6_t3,DH IY Z  |  AA R  |  M EY D  |  W IH DH  |  AH  |  F L AW ER  |  T AH N T IH R IY AH L  | ,These are made with a flower tutorial,These are made with a flour tortilla.,991.72,107,10
t15.2024.02.25_b6_t4,D IH D  |  Y UW  |  HH IY R  |  F R AH M  |  AH N AH DH ER  |  P ER S AH N  | ,Did you hear from another person,Did you hear from another person?,901.03,100,9
t15.2024.02.25_b6_t5,IH T  |  HH AE Z  |  B IH N  |  L AY K  |  F IH F T IY N  |  Y IH R Z  | ,It has been like fifteen years,It has been like fifteen years.,883.6,99,9
t15.2024.02.25_b6_t6,HH IY R  |  AA R  |  M AY  |  N OW T S  |  F R AH M  |  DH AH  |  F ER S T  |  D R AE P T  |  AH V  |  DH AH  |  P EY P ER  | ,Here are my notes from the first draft of the paper.,Here are my notes from the first draft of the paper.,1245.8,127,15
t15.2024.02.25_b6_t7,T UW  |  Y UW  |  HH AE V  |  EH N IY  |  P EH T S  |  N AW  | ,Do you have any pets now?,Do you have any pets now?,862.36,94,10
t15.2024.02.25_b6_t8,M AY  |  M AA M  |  L IH V Z  |  L AY K  |  AY  |  D UW  | ,My mom lives like I do.,My mom lives like I do.,929.79,92,10
t15.2024.02.25_b6_t9,DH AE T  |  IH Z  |  AH  |  V EH R IY  |  G UH D  |  P OY N T  | ,That is a very good point.,That is a very good point.,963.41,96,10
t15.2024.02.25_b6_t10,HH UW  |  IH Z  |  R IH L EY T IH D  |  T UW  |  HH UW  | ,Who is related to who,Who is related to who?,739.58,89,8
t15.2024.02.25_b6_t11,HH AW  |  M AH CH  |  T AY M  |  T UW  |  Y UW  |  S P EH N D  |  W IH DH  |  Y AO R  |  CH IH L D R AH N  | ,How much time do you spend with your children,How much time do you spend with your children?,955.0,116,12
t15.2024.02.25_b6_t12,SH IY  |  IH Z  |  M AO R  |  F AE M AH N S  |  S IH N S  |  SH IY  |  D IH D  |  DH AE T  | ,She is more famous since she did that.,She is more famous since she did that.,1027.4,110,12
t15.2024.02.25_b6_t13,DH EY  |  W IH L  |  V AY N EH N SH AH L IY  |  R IH K AA M ER  |  F R AH M  |  DH AH  |  L ER N  | ,They will financially recover from the learn,They will financially recover from the loan.,1063.75,110,10
t15.2024.02.25_b6_t14,DH EY  |  D OW N T  |  M EY K  |  DH EH M  |  EH N IY M AO R  | ,They don't make them anymore,They don't make them anymore.,883.62,93,8
t15.2024.02.25_b6_t15,DH EH R  |  W ER  |  N AH N  |  L EH F T  |  B AY  |  DH AH  |  Y IH R  |  T UW  |  TH AW Z AH N D  | ,There were none left by the year two thousand.,There were none left by the year two thousand.,941.31,113,13
t15.2024.02.25_b6_t16,W EH N  |  S T EY T  |  Y UW N AA V ER S AH T IY  |  IH Z  |  IH N  |  D IH S T R OY T  |  M IH SH AH K AH N  | ,"When State University is in Detroit, Michigan.","Wayne State University is in Detroit, Michigan.",937.93,117,12
t15.2024.02.25_b6_t17,IH T S  |  AE N  |  IH N V EY ZH AH N  |  AH V  |  P AA M AH S IY  | ,It's an invasion of pharmacy,It's an invasion of privacy.,855.45,96,8
t15.2024.02.25_b6_t18,DH EH R  |  W ER  |  N OW  |  R IH P AA R D Z  |  AH V  |  K AE ZH AH W AH L T IY Z  | ,There were no reports of casualties.,There were no reports of casualties.,923.76,105,10
t15.2024.02.25_b6_t19,DH AH  |  B L UW  |  S AY  |  L UH K S  |  S OW  |  P R IH T IY  | ,The blue sky looks so pretty.,The blue sky looks so pretty.,1034.05,96,10
t15.2024.02.25_b6_t20,IH T  |  IH Z  |  IH M P R EH S AH N  |  IH N  |  M AO R  |  DH AE N  |  JH AH S T  |  W AA N T AH N T IY  | ,It is impression in more than just wanton tea.,It is impressive in more than just quantity.,1049.7,117,14
t15.2024.02.25_b6_t21,DH AE T  |  IH Z  |  D T R AY N Z  |  T UW  |  M IY  | ,That is trains to me,That is strange to me.,1244.1,90,8
t15.2024.02.25_b6_t22,AY M  |  AW T  |  M AO R  |  M AH N IY  |  DH AE N  |  DH EY  |  AA R  | ,I’m out more money than they are,I'm out more money than they are.,1009.67,99,11
t15.2024.03.08_b8_t0,AY  |  AE M  |  F R AH M  |  AA R G AH N T IH N IY  | ,I am from Argentina,I am from Argentina.,862.15,88,7
t15.2024.03.08_b8_t1,IH T  |  IH Z  |  L AY K  |  M EH N IY  |  DH AH  |  K L IH T ER IY  | ,It is like many the clittery,It is like winning the lottery.,1084.19,98,11
t15.2024.03.08_b8_t2,AY  |  D IH D  |  IH T  |  AO L  |  AH V  |  DH AH  |  T AA M  | ,I did it all of the time,I did it all on the job.,977.45,95,10
t15.2024.03.08_b8_t3,B AH S  |  K AE N  |  B IY  |  AH  |  L IH T  |  AH V  |  JH UW V AH L  | ,Bus can be a little of juvel,Pets can be a lot of trouble.,1012.5,101,11
t15.2024.03.08_b8_t4,W AH T EH V ER  |  Y UW  |  L AY K  | ,Whatever you like,Whatever you like.,785.68,79,6
t15.2024.03.08_b8_t5,DH AH  |  M UW V IY  |  IH Z  |  S TH R OW  |  B AH N IY  | ,The movie is throw bunny,The movie is slow burning.,1029.84,92,8
t15.2024.03.08_b8_t6,W IY  |  D OW N T  |  L IH S AH N  |  T UW  |  EH N IY  |  EH L AH V EY D IY  |  M UW Z IH K  |  AE T  |  W AY  |  HH AW S  | ,We don't listen to any elevator music at my house.,We don't listen to any elevator music at my house.,1099.94,127,14
t15.2024.03.08_b8_t7,W AH T  |  D UW  |  Y UW  |  TH IH NG K  | ,What do you think,What do you think?,971.32,82,7
t15.2024.03.08_b8_t8,HH IY  |  W AA Z  |  AH  |  G AA D  |  P R AY AH ER  | ,He was a god prior.,He was a good player.,1483.87,89,9
t15.2024.03.08_b8_t9,Y UW  |  G EY M  |  AW T  |  AA N  |  K AH M P  | ,You game out on comp.,You came out on top.,815.81,87,9
t15.2024.03.08_b8_t10,DH AE T  |  R IH L IY  |  S T IH K S  |  M IY  |  AO F  | ,That really sticks me off,That really ticks me off.,789.94,92,8
t15.2024.03.08_b8_t11,DH EH R  |  W ER  |  TH AW S Z AH N Z  |  AH V  |  K AW L Z  |  AA N  |  DH AH  |  F AY V M  | ,There were thousands of calls on the five m,There were thousands of cows on the farm.,860.37,109,12
t15.2024.03.08_b8_t12,N AW  |  S AH M  |  P IY P AH ER L  |  AH N JH AE K T  |  R EH R IH NG  |  P R AY M EH R IY  |  D AH P EH N T S  | ,"Now some people are unjacked, rearing primary dependents.",Now some people object during primary debates.,1069.87,119,17
